Stem,Year,DBH,Comment
103402,1999,23,NA
103402,2002,23.3,NA
103402,2005,23.5,NA
103402,2014,NA,dead
103403,1993,11.1,NA
103403,1996,11.5,NA
103403,1999,11.7,NA
103403,2002,12,NA
103403,2005,12.3,NA
103403,2014,13.6,NA
103404,1993,6.4,NA
103404,1996,6.3,NA
103404,1999,NA,dead
103405,1993,11,NA
103405,1996,11.7,NA
103405,1999,12.1,NA
103405,2002,12.5,NA
103405,2005,12.9,NA
103405,2014,13.2,NA
103406,1993,4,NA
103406,1996,4,NA
103406,1999,3.9,NA
103406,2002,NA,dead
103407,1993,13.4,NA
103407,1996,13.9,NA
103407,1999,14.3,NA
103407,2002,14.7,NA
103407,2005,15.1,NA
103407,2014,NA,dead
103408,1993,3.3,NA
103408,1996,3.6,NA
103408,1999,4,NA
103408,2002,4.2,estimated
103408,2005,4.5,NA
103408,2014,4.4,NA
103409,1993,4.6,NA
103409,1996,4.9,NA
103409,1999,6.1,NA
103409,2002,6.7,NA
103409,2005,7.6,NA
103409,2014,9.4,NA
103410,1993,4.2,NA
103410,1996,4.3,NA
103410,1999,4.6,NA
103410,2002,4.6,NA
103410,2005,4.8,NA
103410,2014,6.3,bark-stripped
103411,1993,5.3,NA
103411,1996,NA,dead
103412,1993,25,NA
103412,1996,25.3,NA
103412,1999,25.7,NA
103412,2002,25.7,NA
103412,2005,25.7,NA
103412,2014,NA,dead
103413,1993,13.4,NA
103413,1996,13.8,NA
103413,1999,14.1,NA
103413,2002,14.3,NA
103413,2005,14.4,NA
103413,2014,NA,dead
103414,1993,10,NA
103414,1996,10.2,NA
103414,1999,10.4,NA
103414,2002,10.4,NA
103414,2005,10.5,NA
103414,2014,NA,dead
103415,1993,9,NA
103415,1996,9.2,NA
103415,1999,9.5,NA
103415,2002,9.6,NA
103415,2005,9.9,NA
103415,2014,NA,dead
103682,2005,3.5,NA
103682,2014,3.6,NA
RG023,2014,5.6,bark-stripped (all circumference)
RG029,2014,3.4,bark-stripped
RG030,2014,3.2,NA
104292,2002,3.2,NA
104292,2005,3.3,NA
104292,2014,3.4,NA
104416,1993,19.6,NA
104416,1996,20.5,NA
104416,1999,21.1,NA
104416,2002,21.5,NA
104416,2005,22,NA
104416,2014,23.6,NA
104417,1993,19,NA
104417,1996,19.7,NA
104417,1999,20.1,NA
104417,2002,20.4,NA
104417,2005,20.7,NA
104417,2014,NA,dead
104418,1993,20.3,NA
104418,1996,21,NA
104418,1999,22,NA
104418,2002,22.5,NA
104418,2005,23,NA
104418,2014,23.6,NA
104419,1993,14.5,NA
104419,1996,14.7,NA
104419,1999,15.3,NA
104419,2002,15.9,NA
104419,2005,15.9,NA
104419,2014,NA,dead
104420,1993,10.8,NA
104420,1996,11,NA
104420,1999,12.2,NA
104420,2002,11.8,NA
104420,2005,11.8,weaken
104420,2014,NA,dead
104421,1993,18.9,NA
104421,1996,19.2,NA
104421,1999,19.4,NA
104421,2002,19.5,NA
104421,2005,19.5,NA
104421,2014,NA,dead
104422,1993,12,NA
104422,1996,11.9,NA
104422,1999,11.8,NA
104422,2002,NA,dead
104423,1993,13.8,NA
104423,1996,14.6,NA
104423,1999,16.3,NA
104423,2002,17.7,NA
104423,2005,20.8,NA
104423,2014,27.3,NA
104424,1993,4.8,NA
104424,1996,4.8,NA
104424,1999,4.9,NA
104424,2002,4.8,NA
104424,2005,4.9,NA
104424,2014,5.2,NA
RG033,2014,3.7,NA
RG035,2014,3.1,NA
RG045,2014,3,NA
105294,2002,3,NA
105294,2005,3.2,NA
105294,2014,3.5,NA
105295,2002,3.6,NA
105295,2005,3.9,NA
105295,2014,5,bark-stripped
105296,2002,3.3,NA
105296,2005,3.7,NA
105296,2014,5,NA
105297,2002,3.7,NA
105297,2005,3.9,NA
105297,2014,4.1,bark-stripped
105425,1993,17.6,NA
105425,1996,18,NA
105425,1999,18.6,NA
105425,2002,19.1,NA
105425,2005,19.4,NA
105425,2014,20.7,NA
105426,1993,14.4,NA
105426,1996,14.7,NA
105426,1999,15.7,NA
105426,2002,16.5,NA
105426,2005,16.6,NA
105426,2014,NA,dead
105427,1993,3.4,NA
105427,1996,3.4,NA
105427,1999,3.3,NA
105427,2002,NA,dead
105428,1999,3,NA
105428,2002,NA,dead
105429,1993,7.5,NA
105429,1996,7.5,NA
105429,1999,7.5,NA
105429,2002,7.4,NA
105429,2005,NA,dead
105430,1993,5.7,NA
105430,1996,5.6,NA
105430,1999,5.6,NA
105430,2002,NA,dead
105431,1993,5.3,NA
105431,1996,5.5,NA
105431,1999,5.9,NA
105431,2002,6,NA
105431,2005,6,NA
105431,2014,6.7,bark-stripped
105432,1993,3.2,NA
105432,1996,3.3,NA
105432,1999,3.5,NA
105432,2002,3.5,NA
105432,2005,3.5,NA
105432,2014,3.8,bark-stripped
105433,1993,18.7,NA
105433,1996,18.9,NA
105433,1999,19.1,NA
105433,2002,19.3,NA
105433,2005,19.4,NA
105433,2014,NA,dead
105434,1993,8.2,NA
105434,1996,8.2,NA
105434,1999,8.6,NA
105434,2002,8.6,NA
105434,2005,8.8,NA
105434,2014,9.2,NA
105435,1993,7.8,NA
105435,1996,8.1,NA
105435,1999,8.4,NA
105435,2002,8.5,NA
105435,2005,8.6,NA
105435,2014,9,NA
105436,1993,5.1,NA
105436,1996,5,NA
105436,1999,5.2,NA
105436,2002,5.3,NA
105436,2005,5.3,NA
105436,2014,NA,dead
105885,1993,4.1,NA
105885,1996,4.2,NA
105885,1999,NA,dead
RG049,2014,3.6,NA
RG050,2014,3.8,NA
106437,1993,3.8,NA
106437,1996,3.8,NA
106437,1999,4.1,NA
106437,2002,4.2,NA
106437,2005,4.4,NA
106437,2014,5.1,NA
106438,1993,4.3,NA
106438,1996,4.8,NA
106438,1999,5.1,NA
106438,2002,5.3,NA
106438,2005,5.4,NA
106438,2014,5.4,NA
106440,1993,4.3,NA
106440,1996,4.8,NA
106440,1999,5.5,NA
106440,2002,6.4,NA
106440,2005,7.3,NA
106440,2014,8.6,NA
106441,1993,3.9,NA
106441,1996,3.9,NA
106441,1999,4,NA
106441,2002,3.9,NA
106441,2005,NA,dead
106442,1993,17,NA
106442,1996,17.1,NA
106442,1999,NA,dead
106443,1993,3.8,NA
106443,1996,3.7,NA
106443,1999,3.8,NA
106443,2002,3.7,NA
106443,2005,NA,dead
106444,1993,4,NA
106444,1996,4.1,NA
106444,1999,4.1,NA
106444,2002,4.1,NA
106444,2005,4.1,NA
106444,2014,4.1,NA
106445,1993,10.8,NA
106445,1996,10.9,NA
106445,1999,11.5,NA
106445,2002,11.9,NA
106445,2005,12.3,NA
106445,2014,12.9,NA
106446,1993,5.5,NA
106446,1996,5.3,NA
106446,1999,NA,dead
106447,1993,12.5,NA
106447,1996,12.5,NA
106447,1999,12.8,NA
106447,2002,12.9,NA
106447,2005,12.9,NA
106447,2014,NA,dead
106448,1993,3.3,NA
106448,1996,3.2,NA
106448,1999,3.5,NA
106448,2002,3.5,NA
106448,2005,3.7,NA
106448,2014,4.2,bark-stripped (all circumference)
106449,1993,5.3,NA
106449,1996,5.2,NA
106449,1999,5.3,NA
106449,2002,5.2,NA
106449,2005,5.3,NA
106449,2014,5.3,NA
107450,1993,4.9,NA
107450,1996,5.2,NA
107450,1999,5.6,NA
107450,2002,5.8,NA
107450,2005,6.3,NA
107450,2014,6.3,NA
107451,1993,4.7,NA
107451,1996,5.3,NA
107451,1999,6,NA
107451,2002,6.7,NA
107451,2005,7.5,NA
107451,2014,10.1,NA
107452,1993,5.1,NA
107452,1996,NA,dead
107453,1993,17.3,NA
107453,1996,17.3,NA
107453,1999,17.2,NA
107453,2002,17.3,NA
107453,2005,17.3,NA
107453,2014,17.1,shrunk
107454,1993,16,NA
107454,1996,16,NA
107454,1999,16.4,NA
107454,2002,16.6,NA
107454,2005,16.6,NA
107454,2014,17.3,bored
107455,1993,14.5,NA
107455,1996,14.5,NA
107455,1999,15.6,NA
107455,2002,16.2,NA
107455,2005,17,NA
107455,2014,19.5,bored
RG066,2014,3.3,NA
108456,1993,8.4,NA
108456,1996,8.4,NA
108456,1999,NA,dead
108457,1993,14.2,NA
108457,1996,NA,dead
108458,1993,3.5,NA
108458,1996,3.5,NA
108458,1999,3.8,NA
108458,2002,3.8,NA
108458,2005,3.7,NA
108458,2014,3.6,NA
108459,1993,3,NA
108459,1996,3,NA
108459,1999,3.2,NA
108459,2002,NA,dead
108460,1993,5.4,NA
108460,1996,5.4,NA
108460,1999,5.8,NA
108460,2002,5.7,NA
108460,2005,5.9,NA
108460,2014,6.8,NA
108461,1993,9.6,NA
108461,1996,9.6,NA
108461,1999,9.7,NA
108461,2002,9.7,NA
108461,2005,9.8,NA
108461,2014,NA,dead
108462,1993,4.8,NA
108462,1996,4.8,NA
108462,1999,5.2,NA
108462,2002,5.2,NA
108462,2005,5.3,NA
108462,2014,5.7,NA
108463,1993,5.4,NA
108463,1996,5.4,NA
108463,1999,5.4,NA
108463,2002,5.4,NA
108463,2005,5.4,NA
108463,2014,NA,dead
108465,1993,3.3,NA
108465,1996,3.3,NA
108465,1999,NA,dead
108466,1993,3,NA
108466,1996,3,NA
108466,1999,NA,dead
108467,1993,10.8,NA
108467,1996,10.8,NA
108467,1999,12.4,NA
108467,2002,13.8,NA
108467,2005,15.8,NA
108467,2014,21.6,NA
108468,1993,4.9,NA
108468,1996,4.9,NA
108468,1999,4.9,NA
108468,2002,NA,dead
108469,1993,6.7,NA
108469,1996,6.7,NA
108469,1999,7,NA
108469,2002,7,NA
108469,2005,7.3,NA
108469,2014,7,shrunk
108470,1993,6,NA
108470,1996,6,NA
108470,1999,6.9,NA
108470,2002,7.2,NA
108470,2005,8.3,NA
108470,2014,10.7,NA
108471,1993,39.5,NA
108471,1996,39.5,NA
108471,1999,42.6,NA
108471,2002,42.9,NA
108471,2005,NA,dead
108886,1993,4.8,NA
108886,1996,4.8,NA
108886,1999,4.8,NA
108886,2002,4.8,NA
108886,2005,4.7,NA
108886,2014,NA,dead
109154,1999,3.2,NA
109154,2002,3.3,NA
109154,2005,3.3,NA
109154,2014,NA,dead
109298,2002,3.6,NA
109298,2005,3.8,NA
109298,2014,3.6,shrunk
109472,1993,7.4,NA
109472,1996,7.4,NA
109472,1999,7.5,NA
109472,2002,NA,dead
109473,1993,8,NA
109473,1996,NA,dead
109474,1993,12.5,NA
109474,1996,12.5,NA
109474,1999,14,NA
109474,2002,14.5,NA
109474,2005,15.5,NA
109474,2014,19.5,NA
109475,1993,12.6,NA
109475,1996,12.6,NA
109475,1999,13.1,NA
109475,2002,13.4,NA
109475,2005,14,NA
109475,2014,18.6,NA
109477,1993,3.5,NA
109477,1996,3.5,NA
109477,1999,4.8,NA
109477,2002,5.2,NA
109477,2005,5.6,NA
109477,2014,6.8,NA
109478,1993,9.8,NA
109478,1996,9.8,NA
109478,1999,11.3,NA
109478,2002,12,NA
109478,2005,13.3,NA
109478,2014,20,bored
RG072,2014,3,bark-stripped
110479,1993,3.5,NA
110479,1996,3.5,NA
110479,1999,3.6,NA
110479,2002,3.6,NA
110479,2005,3.6,NA
110479,2014,NA,cut
110480,1993,6.1,NA
110480,1996,6.1,NA
110480,1999,6.2,NA
110480,2002,6.2,NA
110480,2005,6.2,NA
110480,2014,NA,cut
110481,1993,4.1,NA
110481,1996,4.1,NA
110481,1999,4.6,NA
110481,2002,4.8,NA
110481,2005,4.9,NA
110481,2014,NA,cut
110482,1993,6.2,NA
110482,1996,6.2,NA
110482,1999,6.8,NA
110482,2002,6.8,NA
110482,2005,7.1,NA
110482,2014,NA,cut
110483,1993,3.7,NA
110483,1996,3.7,NA
110483,1999,3.7,NA
110483,2002,3.8,NA
110483,2005,3.8,NA
110483,2014,NA,cut
110484,1993,4.9,NA
110484,1996,6.3,NA
110484,1999,7.2,NA
110484,2002,7.9,NA
110484,2005,9.2,NA
110484,2014,NA,dead
RG084,2014,5.1,NA
RG092,2014,3.3,NA
111485,1993,6.3,NA
111485,1996,6.4,NA
111485,1999,6.9,NA
111485,2002,6.9,NA
111485,2005,6.6,NA
111485,2014,6.7,bark-stripped
111486,1993,6.6,NA
111486,1996,6.7,NA
111486,1999,7,NA
111486,2002,7,NA
111486,2005,7.1,NA
111486,2014,7.9,NA
111487,1993,7.6,NA
111487,1996,8.2,NA
111487,1999,8.8,NA
111487,2002,9.1,NA
111487,2005,9.5,NA
111487,2014,11.8,bark-stripped
111488,1993,9.2,NA
111488,1996,9.7,NA
111488,1999,9.8,NA
111488,2002,10,NA
111488,2005,10.2,NA
111488,2014,11.3,NA
111489,1993,24.3,NA
111489,1996,24.7,NA
111489,1999,24.7,NA
111489,2002,24.9,NA
111489,2005,25,NA
111489,2014,25.7,NA
111490,1993,3.7,NA
111490,1996,3.7,NA
111490,1999,3.8,NA
111490,2002,3.8,NA
111490,2005,3.7,NA
111490,2014,NA,dead
111491,1993,8.9,NA
111491,1996,9.2,NA
111491,1999,9.4,NA
111491,2002,9.7,NA
111491,2005,10.4,NA
111491,2014,12.3,NA
111492,1993,7.9,NA
111492,1996,8.1,NA
111492,1999,8.1,NA
111492,2002,8.1,NA
111492,2005,8.2,NA
111492,2014,8.6,NA
111493,1993,7.3,NA
111493,1996,7.5,NA
111493,1999,7.6,NA
111493,2002,7.6,NA
111493,2005,7.9,NA
111493,2014,8.8,NA
111495,1993,17.7,NA
111495,1996,18.5,NA
111495,1999,19.2,NA
111495,2002,20,NA
111495,2005,20.9,NA
111495,2014,22.2,NA
111496,1993,16.6,NA
111496,1996,17.5,NA
111496,1999,18.4,NA
111496,2002,19.1,NA
111496,2005,19.8,NA
111496,2014,22.8,NA
111497,1993,3.4,NA
111497,1996,3.6,NA
111497,1999,4.1,NA
111497,2002,3.8,NA
111497,2005,3.8,NA
111497,2014,4,NA
111498,1993,3.6,NA
111498,1996,4,NA
111498,1999,4.4,NA
111498,2002,4.8,NA
111498,2005,5.1,NA
111498,2014,6.2,NA
111500,1993,7.4,NA
111500,1996,8.1,NA
111500,1999,8.8,NA
111500,2002,9.8,NA
111500,2005,10.8,NA
111500,2014,13.9,NA
111501,1993,7.2,NA
111501,1996,7.4,NA
111501,1999,7.5,NA
111501,2002,7.8,NA
111501,2005,7.9,NA
111501,2014,8.9,NA
111502,1993,5.8,NA
111502,1996,5.9,NA
111502,1999,5.8,NA
111502,2002,5.9,NA
111502,2005,5.9,NA
111502,2014,5.9,NA
111685,2005,3.1,NA
111685,2014,3.7,NA
111801,2002,4,NA
111801,2005,4.1,NA
111801,2014,4.4,NA
RG097,2014,3.1,NA
RG103,2014,3.1,NA
WG696,2014,3,NA
112503,1993,13.1,NA
112503,1996,14.2,NA
112503,1999,15.1,NA
112503,2002,16.5,NA
112503,2005,17.6,NA
112503,2014,21,bark-stripped/resin
112504,1993,5.6,NA
112504,1996,NA,dead
112505,1993,8.5,NA
112505,1996,8.6,NA
112505,1999,8.4,NA
112505,2002,8.5,NA
112505,2005,8.6,NA
112505,2014,9,NA
112506,1993,3.4,NA
112506,1996,NA,dead
112507,1993,5.5,NA
112507,1996,6,NA
112507,1999,6.3,NA
112507,2002,7.1,NA
112507,2005,7.6,NA
112507,2014,9.7,NA
112508,1993,6.6,NA
112508,1996,6.7,NA
112508,1999,6.6,NA
112508,2002,NA,dead
112509,1993,5.5,NA
112509,1996,5.7,NA
112509,1999,6.1,NA
112509,2002,6,NA
112509,2005,6,NA
112509,2014,6.7,NA
112510,1993,11.7,NA
112510,1996,12.7,NA
112510,1999,13.4,NA
112510,2002,14,NA
112510,2005,14.7,NA
112510,2014,17,NA
112802,2002,3.6,NA
112802,2005,3.8,NA
112802,2014,4.8,NA
RG112,2014,4.6,NA
RG115,2014,4,NA
113161,1999,3.1,NA
113161,2002,3.7,NA
113161,2005,4.3,NA
113161,2014,6.1,NA
113511,1993,7,NA
113511,1996,7.5,NA
113511,1999,8.3,NA
113511,2002,8.8,NA
113511,2005,10,NA
113511,2014,13.8,bark-stripped
113512,1993,4.1,NA
113512,1996,4.3,NA
113512,1999,4.3,NA
113512,2002,4.3,NA
113512,2005,4.2,NA
113512,2014,4.5,NA
113513,1993,6,NA
113513,1996,6.5,NA
113513,1999,6.9,NA
113513,2002,6.8,NA
113513,2005,7.1,NA
113513,2014,7.7,NA
113514,1993,4.2,NA
113514,1996,4.2,NA
113514,1999,4.4,NA
113514,2002,4.3,NA
113514,2005,4.3,NA
113514,2014,NA,dead
113515,1993,4,NA
113515,1996,4.8,NA
113515,1999,4.8,NA
113515,2002,4.9,NA
113515,2005,5.3,NA
113515,2014,7.6,NA
113516,1993,4,NA
113516,1996,4.3,NA
113516,1999,4.5,NA
113516,2002,4.6,NA
113516,2005,4.8,NA
113516,2014,5.1,NA
113517,1993,3.7,NA
113517,1996,4.4,NA
113517,1999,5.3,NA
113517,2002,5.2,NA
113517,2005,5.6,NA
113517,2014,7,NA
113518,1993,14.3,NA
113518,1996,14.6,NA
113518,1999,14.5,NA
113518,2002,14.8,NA
113518,2005,NA,dead
113519,1993,12.8,NA
113519,1996,13.7,NA
113519,1999,14.2,NA
113519,2002,14.6,NA
113519,2005,14.8,NA
113519,2014,NA,dead
113520,1993,9.1,NA
113520,1996,9.2,NA
113520,1999,9.2,NA
113520,2002,9.1,NA
113520,2005,NA,dead
113521,1993,3.4,NA
113521,1996,3.8,NA
113521,1999,3.8,NA
113521,2002,3.9,NA
113521,2005,4.2,NA
113521,2014,4.5,NA
113522,1993,27,NA
113522,1996,30.6,NA
113522,1999,34.4,NA
113522,2002,37.8,NA
113522,2005,41.5,NA
113522,2014,50.5,NA
113523,1993,9.1,NA
113523,1996,NA,dead
113524,1993,13.9,NA
113524,1996,14.8,NA
113524,1999,15.2,NA
113524,2002,15.8,NA
113524,2005,16.2,NA
113524,2014,17.1,NA
113525,1993,5.5,NA
113525,1996,5.5,NA
113525,1999,5.4,NA
113525,2002,5.4,NA
113525,2005,NA,dead
113526,1993,6.7,NA
113526,1996,NA,dead
113527,1993,6.4,NA
113527,1996,6.8,NA
113527,1999,6.4,NA
113527,2002,6.7,NA
113527,2005,NA,dead
113528,1993,7.2,NA
113528,1996,7.2,NA
113528,1999,7.5,NA
113528,2002,7.2,NA
113528,2005,NA,dead
113687,2005,3.3,NA
113687,2014,4.8,bark-stripped
113688,2005,3.3,NA
113688,2014,4.7,NA
113803,1999,3.9,NA
113803,2002,4.6,NA
113803,2005,5.3,NA
113803,2014,8.5,NA
113807,2002,3.1,NA
113807,2005,3.5,NA
113807,2014,3.5,NA
113887,1993,3.5,NA
113887,1996,3.5,NA
113887,1999,3.5,NA
113887,2002,3.5,NA
113887,2005,NA,dead
113888,1993,3.8,NA
113888,1996,4.1,NA
113888,1999,4.4,NA
113888,2002,4.5,NA
113888,2005,4.8,NA
113888,2014,6.3,NA
RG124,2014,3.1,NA
RG127,2014,3.4,NA
RG128,2014,3,NA
RG137,2014,4.1,bark-stripped (all circumference)
114529,1993,3.9,NA
114529,1996,4.3,NA
114529,1999,4.5,NA
114529,2002,4.8,NA
114529,2005,5.2,NA
114529,2014,6,NA
114530,1993,16.7,NA
114530,1996,17.6,NA
114530,1999,17.8,NA
114530,2002,18.1,NA
114530,2005,18.3,NA
114530,2014,19.1,NA
114531,1993,4,NA
114531,1996,4,NA
114531,1999,3.8,NA
114531,2002,4.1,NA
114531,2005,3.9,NA
114531,2014,4.2,NA
114532,1993,3.8,NA
114532,1996,3.9,NA
114532,1999,3.8,NA
114532,2002,4.1,NA
114532,2005,3.8,NA
114532,2014,3.9,NA
114533,1993,6.3,NA
114533,1996,6.5,NA
114533,1999,6.9,NA
114533,2002,7.2,NA
114533,2005,7.6,NA
114533,2014,9.2,NA
114534,1993,7.3,NA
114534,1996,7.2,NA
114534,1999,7.2,NA
114534,2002,6.9,NA
114534,2005,NA,dead
114535,1993,6.4,NA
114535,1996,6.6,NA
114535,1999,6.4,NA
114535,2002,NA,dead
114536,1993,7.2,NA
114536,1996,7.8,NA
114536,1999,8,NA
114536,2002,8.2,NA
114536,2005,8.4,NA
114536,2014,10.1,NA
114537,1993,11.1,NA
114537,1996,12.4,NA
114537,1999,12.6,NA
114537,2002,12.7,NA
114537,2005,12.8,NA
114537,2014,NA,dead
114538,1993,5.4,NA
114538,1996,5.5,NA
114538,1999,5.4,NA
114538,2002,5.1,NA
114538,2005,5.5,NA
114538,2014,NA,dead
114539,1993,3.7,NA
114539,1996,3.6,NA
114539,1999,NA,dead
RG140,2014,3,NA
115540,1993,6.7,NA
115540,1996,7.9,NA
115540,1999,8.4,NA
115540,2002,9.7,NA
115540,2005,10.4,NA
115540,2014,12.7,NA
115541,1993,26.8,NA
115541,1996,28.1,NA
115541,1999,29.4,NA
115541,2002,30.1,NA
115541,2005,30.6,NA
115541,2014,31.1,weaken
115542,1993,3.5,NA
115542,1996,NA,dead
115544,1993,7.6,NA
115544,1996,7.9,NA
115544,1999,8.4,NA
115544,2002,8.5,NA
115544,2005,8.6,NA
115544,2014,8.9,NA
115804,2002,3.5,NA
115804,2005,3.5,NA
115804,2014,3.7,NA
116162,1999,3.4,NA
116162,2002,3.8,NA
116162,2005,4.1,NA
116162,2014,4.3,NA
116545,1993,19.7,NA
116545,1996,21.5,NA
116545,1999,23,NA
116545,2002,24,NA
116545,2005,25.3,NA
116545,2014,29.4,bored
116546,1993,7.1,NA
116546,1996,7.6,NA
116546,1999,8.3,NA
116546,2002,8.6,NA
116546,2005,9.7,NA
116546,2014,13.6,bored
116547,1993,27.2,NA
116547,1996,28.2,NA
116547,1999,29.4,NA
116547,2002,30.3,NA
116547,2005,31.6,NA
116547,2014,36.6,bored
116548,1993,4,NA
116548,1996,4.2,NA
116548,1999,4.2,NA
116548,2002,4.3,NA
116548,2005,4.4,NA
116548,2014,4.5,NA
116549,1993,16.8,NA
116549,1996,16.9,NA
116549,1999,16.8,NA
116549,2002,16.9,NA
116549,2005,16.9,NA
116549,2014,NA,dead
116550,1993,4.5,NA
116550,1996,4.6,NA
116550,1999,4.5,NA
116550,2002,4.6,NA
116550,2005,4.6,NA
116550,2014,NA,dead
116551,1993,4.9,NA
116551,1996,4.9,NA
116551,1999,4.8,NA
116551,2002,4.9,NA
116551,2005,4.9,NA
116551,2014,NA,dead
116552,1993,12.3,NA
116552,1996,12.4,NA
116552,1999,12.3,NA
116552,2002,12.3,NA
116552,2005,12.3,NA
116552,2014,NA,dead
116553,1993,8.3,NA
116553,1996,8.3,NA
116553,1999,8.2,NA
116553,2002,8.3,NA
116553,2005,8.2,NA
116553,2014,NA,dead
116555,1993,3,NA
116555,1996,3.2,NA
116555,1999,3,NA
116555,2002,3.2,NA
116555,2005,3.1,NA
116555,2014,3.2,NA
116556,1993,3.1,NA
116556,1996,3.2,NA
116556,1999,3.3,NA
116556,2002,3.4,NA
116556,2005,3.4,NA
116556,2014,3.6,bark-stripped
116557,1993,3.7,NA
116557,1996,3.7,NA
116557,1999,3.6,NA
116557,2002,3.7,NA
116557,2005,3.3,NA
116557,2014,3.8,NA
116558,1993,3.7,NA
116558,1996,3.7,NA
116558,1999,3,NA
116558,2002,3.3,NA
116558,2005,3.3,NA
116558,2014,3.4,NA
116559,1993,6.6,NA
116559,1996,7,NA
116559,1999,7.4,NA
116559,2002,7.6,NA
116559,2005,NA,dead
116560,1993,3.6,NA
116560,1996,3.8,NA
116560,1999,3.6,NA
116560,2002,3.6,NA
116560,2005,3.6,NA
116560,2014,3.6,NA
116561,1993,7.1,NA
116561,1996,8.4,NA
116561,1999,9.4,NA
116561,2002,10.6,NA
116561,2005,11,NA
116561,2014,15.5,NA
116562,1993,15.8,NA
116562,1996,16.2,NA
116562,1999,16,NA
116562,2002,16.3,NA
116562,2005,16.2,NA
116562,2014,NA,dead
116563,1993,4,NA
116563,1996,4.3,NA
116563,1999,4.4,NA
116563,2002,4.7,NA
116563,2005,4.9,NA
116563,2014,5.8,NA
116564,1993,5.3,NA
116564,1996,5.4,NA
116564,1999,5.5,NA
116564,2002,5.7,NA
116564,2005,5.7,NA
116564,2014,6,bark-stripped
116565,1993,4.9,NA
116565,1996,5.1,NA
116565,1999,5.1,NA
116565,2002,5.4,NA
116565,2005,5.2,weaken
116565,2014,NA,dead
116689,2005,3.6,NA
116689,2014,4,bark-stripped
116690,2005,3.2,NA
116690,2014,4.4,NA
116805,2002,3.1,NA
116805,2005,3.2,NA
116805,2014,3.6,NA
RG165,2014,3.1,NA
RG168,2014,3.1,bark-stripped
RG169,2014,3.3,bark-stripped
RG170,2014,3.3,bark-stripped
117566,1993,4.1,NA
117566,1996,3.8,NA
117566,1999,4,NA
117566,2002,4.1,NA
117566,2005,4.2,NA
117566,2014,4.2,NA
117567,1993,14,NA
117567,1996,13.1,NA
117567,1999,13.5,NA
117567,2002,14.5,NA
117567,2005,14.5,weaken
117567,2014,17,NA
117683,2005,3.3,NA
117683,2014,4.2,bark-stripped
117806,2002,3.9,NA
117806,2005,4.1,NA
117806,2014,5,bark-stripped
118568,1993,47.1,NA
118568,1996,49.8,NA
118568,1999,52.1,NA
118568,2002,54.7,NA
118568,2005,57.6,NA
118568,2014,63.4,NA
118569,1993,4.7,NA
118569,1996,4.8,NA
118569,1999,5,NA
118569,2002,5.2,NA
118569,2005,5.5,NA
118569,2014,5.9,NA
119570,1993,11.6,NA
119570,1996,11.9,NA
119570,1999,12.6,NA
119570,2002,12.8,NA
119570,2005,12.8,NA
119570,2014,15,NA
119571,1993,5.9,NA
119571,1996,6.2,NA
119571,1999,7.2,NA
119571,2002,7.9,NA
119571,2005,9.7,NA
119571,2014,15,NA
119572,1993,5.7,NA
119572,1996,5.9,NA
119572,1999,6.4,NA
119572,2002,6.9,NA
119572,2005,8.2,NA
119572,2014,12.8,NA
119573,1993,4.3,NA
119573,1996,4.4,NA
119573,1999,5.1,NA
119573,2002,5.4,NA
119573,2005,5.7,NA
119573,2014,5.6,NA
119697,2005,3.5,NA
119697,2014,3.9,NA
RG182,2014,3.3,NA
120600,1993,39.3,NA
120600,1996,38.9,NA
120600,1999,40.2,NA
120600,2002,39.8,NA
120600,2005,39.7,NA
120600,2014,NA,cut
120601,1993,16.7,NA
120601,1996,16.9,NA
120601,1999,17.2,NA
120601,2002,17.5,NA
120601,2005,17.6,NA
120601,2014,NA,cut
120602,1993,4.6,NA
120602,1996,4.8,NA
120602,1999,5,NA
120602,2002,5.3,NA
120602,2005,5.7,NA
120602,2014,6.5,NA
120603,1993,7.4,NA
120603,1996,7.6,NA
120603,1999,8.1,NA
120603,2002,8.4,NA
120603,2005,8.1,NA
120603,2014,8.5,NA
120604,1993,23.8,NA
120604,1996,24.4,NA
120604,1999,25.2,NA
120604,2002,25.9,NA
120604,2005,27.4,NA
120604,2014,30.5,NA
120605,1993,13.7,NA
120605,1996,13.8,NA
120605,1999,14,NA
120605,2002,14.3,NA
120605,2005,14.4,NA
120605,2014,NA,dead
120889,1993,11.4,NA
120889,1996,11.6,NA
120889,1999,11.9,NA
120889,2002,12.3,NA
120889,2005,12.4,NA
120889,2014,NA,cut
RG193,2014,4.2,bark-stripped (all circumference)
RG195,2014,3.2,bark-stripped
121392,1996,3.5,NA
121392,1999,4.2,NA
121392,2002,4.6,NA
121392,2005,4.8,NA
121392,2014,5.2,NA
121606,1993,21.2,NA
121606,1996,21.7,NA
121606,1999,22.3,NA
121606,2002,23.1,NA
121606,2005,23.3,NA
121606,2014,27.2,NA
121607,1993,32,NA
121607,1996,32.3,NA
121607,1999,32.7,NA
121607,2002,33.9,NA
121607,2005,33.1,NA
121607,2014,NA,dead
121608,1993,3.2,NA
121608,1996,3.4,NA
121608,1999,3.6,NA
121608,2002,3.8,NA
121608,2005,4.1,NA
121608,2014,5.1,NA
121609,1993,7.6,NA
121609,1996,7.9,NA
121609,1999,8.4,NA
121609,2002,8.8,NA
